6,Potatoes,0.081,353.555,363.802,355.212,372.192,378.883,377.340,378.772,347.904,351.033,370.133,370.054,373.131,380.959,358.951,359.940,350.085,359.264,364.109,368.208,374.526,366.795,369.218,372.987,369.803,378.883,386.773,7.8,0.0,0.8,2.1,-0.9,2.5,2.1,0.002,1.57,S-Feb. 2020,-0.9,0.006,2.45,L-Oct. 2019,8.9
6,Lettuce(4),0.061,330.310,311.239,301.371,326.245,317.359,307.661,321.697,341.849,335.223,337.029,324.882,323.178,323.722,330.310,311.239,301.371,326.245,317.359,307.661,321.697,341.849,335.223,337.029,324.882,323.178,323.722,-2.0,-3.6,-0.5,0.2,-3.6,-0.5,0.2,0.000,2.16,L-Jan. 2020,0.5,-0.001,2.84,L-Feb. 2020,0.3
6,Tomatoes,0.086,329.053,315.952,320.403,319.464,323.458,323.252,320.159,329.771,337.043,361.063,356.969,364.552,351.820,332.874,333.286,332.256,330.475,334.295,330.125,326.710,321.017,318.642,334.789,345.662,361.089,355.906,6.9,-1.1,2.1,-3.5,3.2,4.5,-1.4,-0.001,1.38,S-Nov. 2019,-1.7,0.005,2.00,S-Feb. 2020,3.9
6,Other fresh vegetables,0.279,344.333,344.173,340.094,337.188,337.844,332.013,334.928,334.546,333.702,343.360,339.797,331.212,336.517,343.715,343.134,342.315,339.726,341.556,337.180,336.221,335.338,332.588,336.948,335.251,329.381,335.912,-2.3,-1.0,-2.5,1.6,-0.5,-1.8,2.0,0.006,0.74,L-Apr. 2017,3.3,-0.006,1.12,L-Jan. 2020,-1.4
5,Processed fruits and vegetables(5),0.282,155.829,157.380,157.995,157.113,156.704,156.430,156.318,154.538,154.805,156.607,156.991,157.754,162.084,155.985,156.091,156.539,155.831,155.594,155.839,156.869,157.325,157.479,156.621,156.263,158.057,162.246,4.0,0.2,0.5,2.7,-0.2,1.1,2.7,0.008,0.49,L-Apr. 2008,3.1,0.011,0.94,L-Jun. 2012,5.1
6,Canned fruits and vegetables(5),0.147,163.448,166.625,165.988,163.496,164.800,164.878,163.841,160.047,161.607,163.242,164.047,164.599,169.917,163.047,164.520,164.389,162.632,163.171,164.131,164.690,164.226,165.014,163.377,162.827,164.696,169.500,4.0,0.5,0.3,3.2,-0.3,1.1,2.9,0.004,0.69,L-Apr. 2008,3.9,0.006,1.33,L-May 2019,4.0
7,Canned fruits(5)(6),,158.566,159.263,158.810,157.658,158.727,157.757,156.939,155.519,158.701,158.715,160.349,159.232,163.007,158.234,157.876,157.725,157.378,157.772,157.153,157.523,158.728,160.843,158.531,159.628,159.038,162.666,2.8,1.0,-0.7,2.4,0.7,-0.4,2.3,,0.88,L-Mar. 2019,2.5,,1.81,L-Mar. 2019,8.6
7,Canned vegetables(5)(6),,172.648,177.084,176.916,172.858,174.810,175.695,174.198,168.743,169.146,172.181,172.637,174.878,181.206,172.168,174.757,174.936,171.463,172.635,174.683,175.861,173.900,173.258,172.628,171.286,174.356,180.702,5.0,0.3,1.3,3.6,-0.8,1.8,3.6,,0.98,L-Aug. 2008,3.7,,1.74,L-Oct. 2019,5.0
6,Frozen fruits and vegetables(5),0.085,144.172,143.271,145.905,146.046,143.953,142.756,144.030,144.163,142.654,145.137,144.953,145.935,150.468,143.387,143.311,144.166,144.358,143.152,143.036,143.739,144.934,144.538,146.915,145.487,145.908,149.648,4.4,-0.1,0.7,3.1,-1.0,0.3,2.6,0.002,0.94,L-Oct. 2011,2.6,0.004,1.57,L-Aug. 2012,5.4
7,Frozen vegetables(6),,199.530,198.061,203.199,203.310,200.210,198.000,199.043,199.326,195.858,201.196,201.604,201.175,207.732,198.743,197.654,200.080,200.492,198.519,198.692,199.380,201.790,199.104,202.109,202.419,201.453,206.913,4.1,0.2,-0.2,3.3,0.2,-0.5,2.7,,1.21,L-May 2015,2.8,,1.70,L-Aug. 2012,6.0
6,Other processed fruits and vegetables including dried(5),0.051,151.435,152.311,153.181,155.622,152.814,153.146,153.427,154.612,154.022,155.027,155.259,156.190,157.358,151.717,151.917,152.136,154.538,153.270,152.943,153.594,155.646,155.065,154.815,154.254,157.009,157.651,3.9,0.1,0.6,0.7,-0.4,1.8,0.4,0.000,0.79,S-Feb. 2020,-0.4,0.002,1.31,L-Sep. 2012,4.5
7,"Dried beans, peas, and lentils(4)(5)(6)",,181.943,179.163,180.016,183.371,180.610,178.382,183.614,183.868,182.756,182.471,181.507,183.424,185.376,181.943,179.163,180.016,183.371,180.610,178.382,183.614,183.868,182.756,182.471,181.507,183.424,185.376,1.9,-0.5,1.1,1.1,-0.5,1.1,1.1,,1.47,Ð,Ð,,2.39,L-Jan. 2020,2.0
3,Nonalcoholic beverages and beverage materials,0.923,170.727,171.260,170.230,169.685,170.067,170.630,170.842,170.675,170.006,172.313,173.194,174.454,179.235,170.268,171.802,171.037,170.564,170.628,170.681,170.275,171.069,170.673,171.299,172.074,173.703,178.754,5.0,0.5,0.7,2.7,0.5,0.9,2.9,0.027,0.38,L-Aug. 1994,6.7,0.046,0.56,L-Dec. 2011,5.8
4,Juices and nonalcoholic drinks(5),0.657,133.200,133.626,132.342,131.862,132.235,133.147,133.558,133.210,133.202,135.439,135.914,136.903,141.510,132.963,134.288,133.165,132.838,132.882,133.220,133.090,133.537,133.569,134.406,134.594,136.100,141.258,6.2,0.4,0.7,3.4,0.1,1.1,3.8,0.025,0.45,L-EVER,Ð,0.040,0.71,L-Dec. 2008,7.3
5,Carbonated drinks,0.276,170.358,171.155,167.821,166.409,168.619,170.026,168.958,168.605,166.556,171.883,173.629,175.423,181.539,169.704,170.852,168.440,167.867,168.756,169.756,168.701,170.789,170.028,170.756,170.797,173.047,180.843,6.6,1.0,1.0,3.5,0.0,1.3,4.5,0.012,0.83,L-EVER,Ð,0.018,1.43,L-Jun. 2009,7.5
5,Frozen noncarbonated juices and drinks(4)(5),0.006,182.031,182.191,180.126,179.657,180.059,176.154,175.268,175.654,177.387,177.699,175.807,176.258,181.406,182.031,182.191,180.126,179.657,180.059,176.154,175.268,175.654,177.387,177.699,175.807,176.258,181.406,-0.3,-1.1,0.3,2.9,-1.1,0.3,2.9,0.000,0.65,L-Jul. 2017,3.9,0.000,1.37,L-Aug. 2019,-0.1
5,Nonfrozen noncarbonated juices and drinks(5),0.375,119.684,119.941,119.684,119.670,119.094,119.869,121.102,120.726,121.766,122.533,122.401,123.026,127.064,119.418,120.540,120.586,120.518,120.174,120.250,120.907,120.451,121.261,121.620,121.386,122.433,126.782,6.2,-0.1,0.5,3.3,-0.2,0.9,3.6,0.013,0.54,L-EVER,Ð,0.022,0.79,L-EVER,Ð
4,Beverage materials including coffee and tea(5),0.266,116.664,117.006,117.343,117.091,117.190,116.549,116.160,116.519,114.948,115.597,116.650,117.496,118.908,116.411,116.512,117.648,116.701,116.736,116.555,116.264,117.253,115.896,115.163,116.392,117.672,118.649,1.9,0.9,0.7,1.2,1.1,1.1,0.8,0.002,0.63,S-Jan. 2020,-0.6,0.005,0.82,L-Apr. 2015,3.0
5,Coffee,0.172,193.260,193.651,195.992,193.813,195.274,192.726,191.857,192.688,188.564,190.995,191.996,194.066,196.120,193.005,192.449,195.374,192.852,193.828,192.288,191.726,194.755,191.425,190.530,192.302,194.287,195.861,1.5,0.5,1.1,1.1,0.9,1.0,0.8,0.001,0.90,S-Jan. 2020,-0.5,0.003,1.08,L-Dec. 2017,1.7
6,Roasted coffee(6),,200.744,200.751,203.898,202.175,203.127,200.697,200.050,200.360,196.173,199.209,199.522,202.498,204.638,200.824,199.274,203.004,201.133,201.697,200.346,200.195,202.783,198.777,199.209,199.524,202.209,204.720,1.9,0.2,1.5,1.1,0.2,1.3,1.2,,0.99,S-Feb. 2020,0.2,,1.05,L-Jul. 2015,3.6
6,Instant coffee(4)(6),,191.131,191.445,193.084,190.010,192.993,187.575,184.367,187.462,183.984,181.530,184.342,183.167,187.835,191.131,191.445,193.084,190.010,192.993,187.575,184.367,187.462,183.984,181.530,184.342,183.167,187.835,-1.7,1.5,-0.6,2.5,1.5,-0.6,2.5,,1.15,L-Apr. 2017,2.5,,2.32,L-Dec. 2019,-1.5
5,Other beverage materials including tea(4)(5),0.095,130.401,130.993,129.252,131.062,129.631,130.681,130.514,130.633,130.685,129.740,131.831,131.954,133.880,130.401,130.993,129.252,131.062,129.631,130.681,130.514,130.633,130.685,129.740,131.831,131.954,133.880,2.7,1.6,0.1,1.5,1.6,0.1,1.5,0.001,0.74,L-Feb. 2020,1.6,0.003,1.16,L-Feb. 2009,3.2
3,Other food at home,1.954,211.078,210.815,212.056,210.941,210.841,211.490,211.492,211.250,210.432,210.763,213.215,214.565,219.233,210.436,210.399,211.779,210.341,210.855,211.475,211.696,211.650,211.088,211.520,213.226,214.481,218.541,3.9,1.2,0.6,2.2,0.8,0.6,1.9,0.037,0.24,L-Apr. 2008,1.9,0.075,0.33,L-Jun. 2012,4.1
4,Sugar and sweets(4),0.268,217.498,217.744,220.473,219.552,219.893,223.481,223.642,223.429,220.581,226.310,224.932,226.391,227.387,217.498,217.744,220.473,219.552,219.893,223.481,223.642,223.429,220.581,226.310,224.932,226.391,227.387,4.5,-0.6,0.6,0.4,-0.6,0.6,0.4,0.001,0.64,S-Feb. 2020,-0.6,0.012,0.80,L-Jul. 2015,4.5
5,Sugar and sugar substitutes,0.037,186.288,188.783,188.003,191.133,190.558,192.551,190.999,187.506,186.257,193.910,194.962,196.892,201.562,186.630,187.476,186.853,188.936,188.261,189.569,190.756,191.599,191.786,193.187,194.746,198.070,201.932,8.2,0.5,1.0,2.4,0.8,1.7,1.9,0.001,0.84,L-Apr. 2016,2.8,0.003,1.49,L-Aug. 2011,8.3
5,Candy and chewing gum(4)(5),0.178,147.353,147.628,150.379,148.924,149.477,152.423,152.782,153.730,151.161,154.723,153.671,154.605,154.955,147.353,147.628,150.379,148.924,149.477,152.423,152.782,153.730,151.161,154.723,153.671,154.605,154.955,5.2,-0.7,0.6,0.2,-0.7,0.6,0.2,0.000,0.90,S-Feb. 2020,-0.7,0.009,1.07,L-Aug. 2015,5.5
5,Other sweets(5),0.053,154.781,153.091,153.811,153.607,153.253,154.657,154.967,153.036,152.533,156.192,154.400,155.250,154.980,153.347,153.295,153.298,153.437,154.328,154.904,156.199,154.243,154.894,155.062,152.810,153.866,153.544,0.1,-1.1,0.6,-0.2,-1.5,0.7,-0.2,0.000,0.79,S-Feb. 2020,-1.5,0.000,1.22,L-Jan. 2020,1.4
4,Fats and oils,0.215,224.656,228.817,227.018,226.630,225.314,226.372,226.629,223.277,221.930,227.123,226.890,228.497,230.824,225.150,228.474,227.485,225.552,224.969,225.088,225.305,225.526,224.297,227.010,226.020,228.412,231.330,2.7,-0.1,0.7,1.0,-0.4,1.1,1.3,0.003,0.51,L-May 2019,1.5,0.006,0.77,L-Nov. 2017,2.8
5,Butter and margarine(5),0.066,203.329,207.100,206.666,207.019,206.861,206.818,206.614,201.540,199.761,208.924,205.638,210.774,207.287,205.406,207.411,207.503,205.370,205.038,203.924,204.628,204.143,203.616,207.647,205.127,211.498,209.405,1.9,-1.6,2.5,-1.7,-1.2,3.1,-1.0,-0.001,0.97,S-Feb. 2020,-1.2,0.001,1.23,L-Mar. 2019,3.4
6,Butter(6),,240.114,248.875,244.773,248.104,248.507,248.227,247.830,240.226,239.313,252.787,248.632,254.716,247.899,243.943,248.852,246.665,245.486,244.995,243.792,245.151,243.450,246.036,250.299,248.763,255.270,251.853,3.2,-1.6,2.4,-2.7,-0.6,2.6,-1.3,,1.57,S-Apr. 2019,-3.8,,1.96,L-Mar. 2019,5.8
6,Margarine(6),,299.134,297.641,299.748,298.649,294.858,299.993,298.217,294.869,290.637,300.611,299.503,305.728,304.458,298.478,297.814,299.772,297.794,293.822,296.653,296.348,299.902,294.357,300.864,297.962,306.059,303.790,1.8,-0.4,2.1,-0.4,-1.0,2.7,-0.7,,0.92,S-Feb. 2020,-1.0,,1.35,S-Feb. 2020,1.2
5,Salad dressing(5),0.052,126.534,129.071,128.635,127.825,126.911,128.891,129.250,128.356,129.856,130.872,130.667,132.549,132.730,126.907,129.300,130.435,128.055,127.726,128.116,128.083,129.187,129.121,130.954,129.618,131.895,133.122,4.9,-0.2,1.4,0.1,-1.0,1.8,0.9,0.000,0.93,S-Feb. 2020,-1.0,0.002,1.42,L-May 2012,5.0
5,Other fats and oils including peanut butter(5),0.097,156.166,158.934,156.772,156.552,155.272,155.596,155.840,153.821,151.723,154.311,155.713,154.406,159.482,155.149,157.765,155.910,155.854,155.161,155.613,155.671,155.563,153.941,154.675,155.337,154.409,158.444,2.1,0.9,-0.8,3.3,0.4,-0.6,2.6,0.003,0.87,L-Jan. 2012,2.7,0.002,1.19,L-Feb. 2018,2.9
6,Peanut butter(4)(5)(6),,153.091,152.620,157.529,155.000,150.341,146.200,150.416,152.233,151.943,146.492,152.586,152.257,,153.091,152.620,157.529,155.000,150.341,146.200,150.416,152.233,151.943,146.492,152.586,152.257,,,4.2,-0.2,,4.2,-0.2,,,,,,,,,
5,Other foods,1.471,226.096,225.006,226.512,225.144,225.131,225.139,225.067,225.287,224.916,223.574,227.332,228.741,234.825,225.080,224.451,226.035,224.437,225.205,225.319,225.573,225.517,225.503,224.662,227.475,228.633,233.771,3.9,1.7,0.6,2.7,1.3,0.5,2.2,0.033,0.25,L-EVER,Ð,0.057,0.36,L-May 2012,4.3
6,Soups,0.089,245.588,251.975,252.637,251.256,247.704,243.986,238.563,237.823,238.148,240.203,246.051,250.847,259.710,243.236,244.064,244.296,243.913,244.101,245.992,244.102,244.629,244.122,245.820,249.729,250.797,257.223,5.8,2.4,1.9,3.5,1.6,0.4,2.6,0.002,1.06,L-Sep. 2017,2.8,0.005,1.43,L-Apr. 2012,5.8
6,Frozen and freeze dried prepared foods,0.252,168.036,166.817,167.524,167.637,165.816,164.947,167.453,168.087,166.066,165.763,168.182,168.064,172.642,167.180,166.143,166.803,166.496,166.047,165.108,167.106,167.713,165.856,167.661,169.267,169.164,171.763,2.7,1.5,-0.1,2.7,1.0,-0.1,1.5,0.004,0.69,L-Jul. 2014,1.5,0.007,0.81,L-Nov. 2014,3.0
6,Snacks(4),0.335,253.543,251.952,253.748,249.846,251.208,251.931,250.993,251.090,248.192,246.369,252.516,253.683,263.338,253.543,251.952,253.748,249.846,251.208,251.931,250.993,251.090,248.192,246.369,252.516,253.683,263.338,3.9,2.5,0.5,3.8,2.5,0.5,3.8,0.013,0.66,L-EVER,Ð,0.014,0.81,L-Nov. 2012,5.6
6,"Spices, seasonings, condiments, sauces",0.295,242.041,241.744,243.693,242.717,244.210,245.026,243.518,239.777,238.479,242.536,245.756,249.685,251.238,241.966,242.149,243.586,242.589,243.341,243.207,243.673,243.002,242.262,240.659,244.346,248.336,251.160,3.8,1.3,1.6,0.6,1.5,1.6,1.1,0.003,0.51,S-Jan. 2020,-0.7,0.011,0.77,L-Nov. 2015,4.1
7,Salt and other seasonings and spices(5)(6),,153.657,153.909,156.180,157.283,154.906,156.424,155.080,151.537,151.423,155.945,156.131,158.062,156.671,154.246,154.300,155.394,156.025,154.627,154.976,155.488,154.459,154.969,155.083,153.749,157.202,157.272,2.0,0.1,1.2,-0.9,-0.9,2.2,0.0,,1.05,S-Feb. 2020,-0.9,,1.22,L-Nov. 2018,4.0
7,"Olives, pickles, relishes(4)(5)(6)",,,141.286,141.383,139.153,142.800,141.217,144.982,141.371,140.679,146.246,146.395,147.653,149.349,,141.286,141.383,139.153,142.800,141.217,144.982,141.371,140.679,146.246,146.395,147.653,149.349,,0.1,0.9,1.1,0.1,0.9,1.1,,0.63,L-Jan. 2020,4.0,,1.58,Ð,Ð
7,Sauces and gravies(5)(6),,140.373,139.338,140.151,139.393,140.577,140.420,140.213,137.868,137.783,139.344,142.018,145.255,146.336,140.206,140.581,140.978,140.324,140.684,139.847,140.159,138.804,138.593,137.285,141.469,143.837,146.162,4.2,1.9,2.3,0.7,3.0,1.7,1.6,,0.87,S-Jan. 2020,-0.9,,1.28,L-Oct. 2011,4.4
7,Other condiments(6),,279.160,276.898,281.894,276.772,279.078,287.716,276.271,273.245,270.737,275.419,274.895,280.084,283.890,277.402,274.094,278.138,273.755,275.707,284.410,279.585,279.601,278.637,276.378,274.676,279.570,282.101,1.7,-0.2,1.9,1.4,-0.6,1.8,0.9,,1.12,S-Feb. 2020,-0.6,,1.77,L-Mar. 2019,1.8
6,Baby food(4)(5),0.043,168.373,167.274,168.992,168.936,169.998,168.867,170.783,170.380,167.801,165.818,171.917,172.296,176.949,168.373,167.274,168.992,168.936,169.998,168.867,170.783,170.380,167.801,165.818,171.917,172.296,176.949,5.1,3.7,0.2,2.7,3.7,0.2,2.7,0.001,0.78,L-Feb. 2020,3.7,0.002,2.13,L-Aug. 2019,5.8
6,Other miscellaneous foods(5),0.458,132.682,131.241,132.198,131.543,131.545,131.899,131.944,133.558,135.649,132.477,133.956,134.325,138.257,131.972,131.379,131.948,131.270,132.224,132.521,132.610,132.925,134.417,133.082,134.348,134.309,137.517,4.2,1.1,0.3,2.9,1.0,0.0,2.4,0.011,0.58,L-EVER,Ð,0.018,0.74,L-Jun. 2012,4.3
7,Prepared salads(4)(7)(6),,127.190,123.735,124.551,125.949,125.396,125.510,128.071,128.787,133.665,132.980,133.401,133.450,128.687,127.190,123.735,124.551,125.949,125.396,125.510,128.071,128.787,133.665,132.980,133.401,133.450,128.687,1.2,0.3,0.0,-3.6,0.3,0.0,-3.6,,0.87,S-May 2010,-5.0,,1.29,S-Nov. 2019,0.7
2,Food away from home(4),6.210,282.798,283.394,284.316,284.891,285.507,286.246,286.791,287.255,288.078,289.137,289.781,290.216,290.639,282.798,283.394,284.316,284.891,285.507,286.246,286.791,287.255,288.078,289.137,289.781,290.216,290.639,2.8,0.2,0.2,0.1,0.2,0.2,0.1,0.009,0.05,S-Oct. 2018,0.1,0.168,0.18,S-Jan. 2019,2.8
3,Full service meals and snacks(4)(5),3.129,175.083,175.517,176.493,176.832,177.263,177.743,178.117,178.585,178.981,179.613,180.011,179.940,179.359,175.083,175.517,176.493,176.832,177.263,177.743,178.117,178.585,178.981,179.613,180.011,179.940,179.359,2.4,0.2,0.0,-0.3,0.2,0.0,-0.3,-0.010,0.06,S-EVER,Ð,0.073,0.39,S-Nov. 2018,2.4
3,Limited service meals and snacks(4)(5),2.682,181.466,181.813,181.897,182.264,182.556,182.911,183.223,183.320,184.074,184.856,185.342,186.020,187.311,181.466,181.813,181.897,182.264,182.556,182.911,183.223,183.320,184.074,184.856,185.342,186.020,187.311,3.2,0.3,0.4,0.7,0.3,0.4,0.7,0.019,0.10,L-Jul. 2008,0.8,0.084,0.25,L-Oct. 2019,3.3
3,Food at employee sites and schools(5),0.145,180.409,179.958,180.117,180.424,181.210,182.622,182.855,182.993,183.089,183.357,183.257,183.737,183.714,180.321,180.036,181.236,182.375,181.932,182.099,182.603,182.612,182.270,182.403,182.705,183.526,183.624,1.8,-0.1,0.3,0.0,0.2,0.4,0.1,0.000,0.11,S-Jan. 2020,0.1,0.003,0.45,S-Feb. 2020,1.6
4,Food at elementary and secondary schools(4)(8)(6),,148.747,148.747,148.829,,150.105,151.915,152.240,152.243,152.150,152.124,152.027,152.044,,148.747,148.747,148.829,,150.105,151.915,152.240,152.243,152.150,152.124,152.027,152.044,,,-0.1,0.0,,-0.1,0.0,,,,,,,,,
3,Food from vending machines and mobile vendors(4)(5),0.081,163.756,165.770,166.172,167.061,168.517,168.777,168.681,169.395,169.431,169.929,169.364,169.643,169.640,163.756,165.770,166.172,167.061,168.517,168.777,168.681,169.395,169.431,169.929,169.364,169.643,169.640,3.6,-0.3,0.2,0.0,-0.3,0.2,0.0,0.000,0.25,S-Feb. 2020,-0.3,0.003,1.05,Ð,Ð
3,Other food away from home(4)(5),0.172,195.170,194.857,196.262,196.711,196.744,197.715,198.339,198.339,198.310,198.249,198.475,198.759,199.425,195.170,194.857,196.262,196.711,196.744,197.715,198.339,198.339,198.310,198.249,198.475,198.759,199.425,2.2,0.1,0.1,0.3,0.1,0.1,0.3,0.001,0.09,L-Oct. 2019,0.3,0.004,0.47,L-Oct. 2019,2.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Energy,6.256,222.499,225.773,221.373,222.492,216.978,215.418,216.351,214.636,212.982,213.043,208.354,199.573,183.081,220.374,218.845,214.878,216.806,213.866,212.215,215.917,217.639,221.132,219.561,215.139,202.700,182.148,-17.7,-2.2,-4.2,-8.3,-2.0,-5.8,-10.1,-0.645,0.16,S-Nov. 2008,-18.0,-1.281,0.28,S-Sep. 2015,-18.4
2,Energy commodities,3.174,253.547,259.310,246.818,248.629,238.431,236.493,240.279,237.972,234.651,232.906,223.913,207.215,174.001,246.961,244.903,237.886,241.284,235.822,232.317,238.297,241.239,248.592,244.659,236.216,211.759,169.495,-31.4,-3.9,-7.5,-16.0,-3.5,-10.4,-20.0,-0.648,0.20,S-Nov. 2008,-29.4,-1.274,0.33,S-Feb. 2015,-32.5
3,Fuel oil and other fuels,0.146,288.823,285.711,274.837,274.328,269.636,272.271,277.631,281.017,287.781,289.038,274.060,248.114,221.341,284.100,285.214,280.777,280.659,278.962,276.698,279.641,281.793,286.142,282.074,266.060,242.474,217.723,-23.4,-5.2,-9.5,-10.8,-5.7,-8.9,-10.2,-0.015,0.43,S-Nov. 2008,-11.5,-0.040,0.83,S-Mar. 2016,-24.4
4,Fuel oil,0.084,291.424,289.711,277.244,278.773,271.766,276.664,282.534,284.797,288.766,291.872,268.835,229.794,194.716,286.776,287.483,282.427,283.270,280.761,279.079,282.287,285.215,288.449,287.437,262.953,227.036,191.610,-33.2,-7.9,-14.5,-15.3,-8.5,-13.7,-15.6,-0.013,0.52,S-Feb. 1990,-19.0,-0.036,1.02,S-Mar. 2016,-34.8
4,"Propane, kerosene, and firewood(9)",0.061,336.804,330.599,320.618,316.335,314.970,313.998,319.414,325.446,338.492,336.333,334.515,329.657,314.372,332.679,334.442,330.460,329.905,327.060,321.455,323.010,322.774,332.340,322.220,322.030,319.742,310.521,-6.7,-0.5,-1.5,-4.6,-0.1,-0.7,-2.9,-0.002,0.60,S-Jan. 2020,-3.0,-0.004,1.25,S-Sep. 2019,-6.9
3,Motor fuel,3.028,249.550,255.584,243.163,245.042,234.746,232.658,236.346,233.851,230.189,228.343,219.677,203.512,170.378,242.965,240.810,233.771,237.264,231.720,228.206,234.236,237.176,244.563,240.716,232.657,208.412,165.883,-31.7,-3.8,-7.4,-16.3,-3.3,-10.4,-20.4,-0.633,0.21,S-Nov. 2008,-30.6,-1.234,0.34,S-Feb. 2015,-32.7
4,Gasoline (all types),2.957,248.499,254.551,242.043,244.000,233.625,231.496,235.168,232.575,228.857,227.010,218.373,202.205,168.891,241.861,239.600,232.527,236.115,230.488,226.972,233.134,236.012,243.442,239.525,231.454,207.111,164.379,-32.0,-3.8,-7.4,-16.5,-3.4,-10.5,-20.6,-0.625,0.21,S-Nov. 2008,-31.1,-1.220,0.34,S-Feb. 2015,-32.8
5,"Gasoline, unleaded regular(6)",,243.787,249.647,237.023,239.252,228.686,226.347,229.656,226.962,223.598,221.952,213.106,196.578,162.959,237.127,234.565,227.416,231.036,225.394,221.709,228.294,230.654,238.378,234.710,225.985,201.274,158.506,-33.2,-4.0,-7.8,-17.1,-3.7,-10.9,-21.2,,0.68,S-Nov. 2008,-31.7,,1.01,S-Feb. 2015,-33.5
5,"Gasoline, unleaded midgrade(10)(6)",,265.450,271.837,260.473,261.848,252.274,251.354,255.534,253.540,249.082,246.871,238.565,225.054,194.611,259.230,257.526,251.181,255.094,249.215,247.074,251.791,256.092,262.935,260.374,250.992,230.437,190.050,-26.7,-3.4,-5.7,-13.5,-3.6,-8.2,-17.5,,0.73,S-Dec. 2008,-18.6,,1.02,S-Sep. 2015,-27.1
5,"Gasoline, unleaded premium(6)",,260.494,267.248,256.572,256.453,248.390,247.802,253.672,251.971,246.167,243.141,236.752,224.163,195.907,255.739,253.927,248.044,249.711,246.500,244.430,250.083,253.448,258.182,254.945,247.667,229.783,192.332,-24.8,-2.6,-5.3,-12.6,-2.9,-7.2,-16.3,,0.76,S-Dec. 2008,-18.3,,0.99,S-Apr. 2015,-28.1
4,Other motor fuels(5),0.071,225.220,228.784,223.589,221.544,217.549,217.838,221.182,223.620,223.376,222.092,214.568,202.915,186.260,226.173,225.679,221.826,221.855,219.557,216.778,217.317,219.679,223.360,224.344,219.920,206.022,187.047,-17.3,-3.4,-5.4,-8.2,-2.0,-6.3,-9.2,-0.007,0.24,S-Jan. 2015,-11.6,-0.014,0.49,S-Jun. 2016,-17.8
2,Energy services,3.082,201.341,202.101,206.219,206.651,205.900,204.660,202.556,201.387,201.446,203.318,202.712,201.439,200.899,203.926,202.884,201.996,202.441,202.066,202.331,203.773,204.271,203.782,204.905,204.298,203.297,203.498,-0.2,-0.3,-0.6,-0.3,-0.3,-0.5,0.1,0.003,0.19,L-Jan. 2020,0.6,-0.007,0.46,L-Feb. 2020,0.0
3,Electricity,2.412,210.525,212.326,217.947,219.083,217.811,216.938,212.829,210.365,209.725,212.018,212.180,211.332,211.040,213.833,212.939,211.822,212.943,212.421,212.878,214.081,214.430,214.063,214.946,214.694,214.198,214.356,0.2,0.1,-0.4,-0.1,-0.1,-0.2,0.1,0.002,0.20,L-Jan. 2020,0.4,0.005,0.50,Ð,Ð
3,Utility (piped) gas service,0.670,171.004,168.826,168.628,167.074,167.803,165.562,169.138,171.629,173.652,174.272,171.469,168.994,167.751,171.499,170.068,169.841,168.381,168.425,168.145,170.224,171.129,170.311,171.969,170.350,167.913,168.236,-1.9,-1.6,-1.4,-0.7,-0.9,-1.4,0.2,0.001,0.31,L-Jan. 2020,1.0,-0.012,0.70,L-Nov. 2019,1.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,All items less food and energy,79.882,262.332,262.590,263.177,263.566,264.169,264.522,265.059,265.108,264.935,266.004,267.268,267.312,266.089,261.835,262.199,262.925,263.587,264.180,264.682,264.987,265.501,265.832,266.476,267.070,266.795,265.601,1.4,0.5,0.0,-0.5,0.2,-0.1,-0.4,-0.357,0.04,S-EVER,Ð,1.132,0.09,S-Apr. 2011,1.3
2,Commodities less food and energy commodities,20.300,144.851,144.457,144.461,144.448,144.806,144.596,144.577,143.722,142.920,143.532,144.605,144.718,143.613,144.025,144.008,144.414,144.635,144.788,144.858,144.341,144.207,144.147,144.099,144.322,143.840,142.827,-0.9,0.7,0.1,-0.8,0.2,-0.3,-0.7,-0.142,0.11,S-EVER,Ð,-0.161,0.21,S-Nov. 2017,-0.9
3,Household furnishings and supplies(11),3.738,90.671,90.817,90.990,90.958,90.476,90.875,90.869,90.342,90.068,90.661,90.952,90.783,91.224,90.330,90.604,90.780,90.997,90.900,91.173,90.877,90.788,90.598,90.490,90.596,90.344,90.881,0.6,0.3,-0.2,0.5,0.1,-0.3,0.6,0.022,0.22,L-Apr. 2018,0.6,0.026,0.44,L-Nov. 2019,0.6
4,Window and floor coverings and other linens(4)(5),0.292,56.641,56.310,55.642,56.465,56.929,57.027,55.923,54.557,55.132,57.547,58.254,57.847,57.421,56.641,56.310,55.642,56.465,56.929,57.027,55.923,54.557,55.132,57.547,58.254,57.847,57.421,1.4,1.2,-0.7,-0.7,1.2,-0.7,-0.7,-0.002,1.10,Ð,Ð,0.005,1.76,L-Feb. 2020,1.9
5,Floor coverings(4)(5),0.064,114.065,114.559,115.985,116.775,115.552,113.535,111.861,111.100,111.938,112.874,113.133,112.681,112.365,114.065,114.559,115.985,116.775,115.552,113.535,111.861,111.100,111.938,112.874,113.133,112.681,112.365,-1.5,0.2,-0.4,-0.3,0.2,-0.4,-0.3,0.000,0.91,L-Feb. 2020,0.2,-0.001,2.53,S-Dec. 2017,-1.9
